"Table 2: Healthy Life Expectancy (HLE1) estimates by council area in Scotland, 2018-2020",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Council Area,Area Code,Sex,Age group,"Life Expectancy (LE, years)",LE Lower CI (years),LE Upper CI (years),Healthy Life Expectancy (HLE) (years),HLE Lower CI (years),HLE Upper CI (years),Proportion of Life Spent in Good Health (%),,,,,,,,,,,,,,,,
North Ayrshire,S12000021,Male,85 to 89,5.32,5.02,5.62,2.04,1.08,2.99,38.26,,,,,,,,,,,,,,,,
North Ayrshire,S12000021,Male,90+,3.64,3.20,4.08,1.46,0.58,2.33,40.08,,,,,,,,,,,,,,,,
North Lanarkshire,S12000050,Female,<1,79.21,78.86,79.57,55.49,53.09,57.89,70.05,,,,,,,,,,,,,,,,
North Lanarkshire,S12000050,Female,1 to 4,78.51,78.18,78.84,54.85,52.44,57.26,69.86,,,,,,,,,,,,,,,,
North Lanarkshire,S12000050,Female,5 to 9,74.57,74.24,74.90,51.50,49.14,53.85,69.06,,,,,,,,,,,,,,,,
North Lanarkshire,S12000050,Female,10 to 14,69.63,69.31,69.95,47.30,45.03,49.58,67.93,,,,,,,,,,,,,,,,
North Lanarkshire,S12000050,Female,15 to 19,64.68,64.36,65.00,43.12,40.93,45.31,66.67,,,,,,,,,,,,,,,,
North Lanarkshire,S12000050,Female,20 to 24,59.74,59.43,60.06,39.00,36.90,41.09,65.27,,,,,,,,,,,,,,,,
North Lanarkshire,S12000050,Female,25 to 29,54.88,54.57,55.18,34.98,32.98,36.99,63.75,,,,,,,,,,,,,,,,
North Lanarkshire,S12000050,Female,30 to 34,49.97,49.66,50.27,31.02,29.09,32.95,62.08,,,,,,,,,,,,,,,,
North Lanarkshire,S12000050,Female,35 to 39,45.12,44.82,45.42,27.19,25.34,29.03,60.25,,,,,,,,,,,,,,,,
North Lanarkshire,S12000050,Female,40 to 44,40.39,40.11,40.68,23.53,21.76,25.30,58.26,,,,,,,,,,,,,,,,
North Lanarkshire,S12000050,Female,45 to 49,35.87,35.60,36.15,20.12,18.43,21.81,56.08,,,,,,,,,,,,,,,,
North Lanarkshire,S12000050,Female,50 to 54,31.32,31.06,31.58,16.83,15.22,18.44,53.74,,,,,,,,,,,,,,,,
North Lanarkshire,S12000050,Female,55 to 59,26.86,26.61,27.12,13.76,12.25,15.28,51.24,,,,,,,,,,,,,,,,
North Lanarkshire,S12000050,Female,60 to 64,22.53,22.29,22.77,10.95,9.53,12.36,48.58,,,,,,,,,,,,,,,,
North Lanarkshire,S12000050,Female,65 to 69,18.49,18.26,18.72,8.44,7.09,9.79,45.65,,,,,,,,,,,,,,,,
North Lanarkshire,S12000050,Female,70 to 74,14.76,14.54,14.97,6.26,4.99,7.54,42.45,,,,,,,,,,,,,,,,
North Lanarkshire,S12000050,Female,75 to 79,11.41,11.20,11.61,4.45,3.22,5.68,39.05,,,,,,,,,,,,,,,,
North Lanarkshire,S12000050,Female,80 to 84,8.49,8.30,8.68,3.01,1.77,4.25,35.46,,,,,,,,,,,,,,,,
North Lanarkshire,S12000050,Female,85 to 89,5.96,5.76,6.16,1.88,0.88,2.88,31.58,,,,,,,,,,,,,,,,
North Lanarkshire,S12000050,Female,90+,4.16,3.89,4.44,1.13,0.23,2.04,27.18,,,,,,,,,,,,,,,,
North Lanarkshire,S12000050,Male,<1,74.52,74.12,74.91,56.56,54.15,58.97,75.90,,,,,,,,,,,,,,,,
North Lanarkshire,S12000050,Male,1 to 4,73.80,73.42,74.18,55.90,53.48,58.32,75.74,,,,,,,,,,,,,,,,
North Lanarkshire,S12000050,Male,5 to 9,69.85,69.48,70.23,52.41,50.05,54.78,75.03,,,,,,,,,,,,,,,,
North Lanarkshire,S12000050,Male,10 to 14,64.85,64.48,65.23,48.00,45.73,50.27,74.01,,,,,,,,,,,,,,,,
North Lanarkshire,S12000050,Male,15 to 19,59.89,59.52,60.27,43.64,41.47,45.81,72.86,,,,,,,,,,,,,,,,
North Lanarkshire,S12000050,Male,20 to 24,55.15,54.79,55.52,39.48,37.41,41.55,71.58,,,,,,,,,,,,,,,,
North Lanarkshire,S12000050,Male,25 to 29,50.47,50.12,50.82,35.41,33.43,37.39,70.16,,,,,,,,,,,,,,,,
North Lanarkshire,S12000050,Male,30 to 34,45.77,45.44,46.11,31.40,29.51,33.29,68.60,,,,,,,,,,,,,,,,
North Lanarkshire,S12000050,Male,35 to 39,41.24,40.92,41.57,27.58,25.79,29.37,66.88,,,,,,,,,,,,,,,,
North Lanarkshire,S12000050,Male,40 to 44,36.80,36.49,37.11,23.93,22.20,25.66,65.03,,,,,,,,,,,,,,,,
North Lanarkshire,S12000050,Male,45 to 49,32.46,32.17,32.75,20.47,18.80,22.15,63.06,,,,,,,,,,,,,,,,
North Lanarkshire,S12000050,Male,50 to 54,28.22,27.94,28.49,17.21,15.64,18.77,60.98,,,,,,,,,,,,,,,,
North Lanarkshire,S12000050,Male,55 to 59,24.03,23.77,24.30,14.10,12.61,15.59,58.67,,,,,,,,,,,,,,,,
North Lanarkshire,S12000050,Male,60 to 64,20.08,19.82,20.33,11.24,9.79,12.68,55.97,,,,,,,,,,,,,,,,
North Lanarkshire,S12000050,Male,65 to 69,16.40,16.16,16.64,8.63,7.24,10.02,52.64,,,,,,,,,,,,,,,,
North Lanarkshire,S12000050,Male,70 to 74,12.94,12.71,13.16,6.33,4.94,7.71,48.90,,,,,,,,,,,,,,,,
North Lanarkshire,S12000050,Male,75 to 79,9.90,9.68,10.12,4.42,3.04,5.81,44.69,,,,,,,,,,,,,,,,
North Lanarkshire,S12000050,Male,80 to 84,7.51,7.29,7.73,2.98,1.53,4.42,39.61,,,,,,,,,,,,,,,,
North Lanarkshire,S12000050,Male,85 to 89,5.50,5.25,5.75,1.86,0.66,3.05,33.74,,,,,,,,,,,,,,,,
North Lanarkshire,S12000050,Male,90+,4.04,3.65,4.42,1.02,-0.06,2.09,25.21,,,,,,,,,,,,,,,,
Orkney Islands,S12000023,Female,<1,83.49,82.09,84.89,77.49,73.93,81.05,92.81,,,,,,,,,,,,,,,,
Orkney Islands,S12000023,Female,1 to 4,82.49,81.09,83.89,76.49,72.94,80.05,92.73,,,,,,,,,,,,,,,,
Orkney Islands,S12000023,Female,5 to 9,78.49,77.09,79.89,72.49,68.94,76.05,92.36,,,,,,,,,,,,,,,,
Orkney Islands,S12000023,Female,10 to 14,73.49,72.09,74.89,67.49,63.94,71.05,91.84,,,,,,,,,,,,,,,,
Orkney Islands,S12000023,Female,15 to 19,68.49,67.09,69.89,62.51,58.97,66.05,91.27,,,,,,,,,,,,,,,,
Orkney Islands,S12000023,Female,20 to 24,63.49,62.09,64.89,57.57,54.09,61.06,90.68,,,,,,,,,,,,,,,,
Orkney Islands,S12000023,Female,25 to 29,59.20,58.05,60.36,53.36,49.96,56.76,90.13,,,,,,,,,,,,,,,,
Orkney Islands,S12000023,Female,30 to 34,54.20,53.05,55.36,48.45,45.31,51.59,89.38,,,,,,,,,,,,,,,,
Orkney Islands,S12000023,Female,35 to 39,49.34,48.21,50.47,43.71,40.62,46.79,88.58,,,,,,,,,,,,,,,,
Orkney Islands,S12000023,Female,40 to 44,44.34,43.21,45.47,38.85,35.82,41.87,87.62,,,,,,,,,,,,,,,,
Orkney Islands,S12000023,Female,45 to 49,39.56,38.47,40.66,34.25,31.31,37.18,86.56,,,,,,,,,,,,,,,,
Orkney Islands,S12000023,Female,50 to 54,34.88,33.82,35.94,29.76,26.84,32.69,85.33,,,,,,,,,,,,,,,,
Orkney Islands,S12000023,Female,55 to 59,30.48,29.47,31.49,25.58,22.65,28.51,83.94,,,,,,,,,,,,,,,,
Orkney Islands,S12000023,Female,60 to 64,25.97,25.00,26.95,21.43,18.55,24.31,82.49,,,,,,,,,,,,,,,,
Orkney Islands,S12000023,Female,65 to 69,21.37,20.42,22.32,17.21,14.42,20.00,80.52,,,,,,,,,,,,,,,,
Orkney Islands,S12000023,Female,70 to 74,17.28,16.37,18.19,13.52,10.80,16.24,78.25,,,,,,,,,,,,,,,,
Orkney Islands,S12000023,Female,75 to 79,13.32,12.43,14.22,10.09,7.34,12.83,75.71,,,,,,,,,,,,,,,,
Orkney Islands,S12000023,Female,80 to 84,9.89,8.98,10.80,7.24,5.23,9.26,73.22,,,,,,,,,,,,,,,,
Orkney Islands,S12000023,Female,85 to 89,7.42,6.42,8.41,5.21,3.31,7.10,70.18,,,,,,,,,,,,,,,,
Orkney Islands,S12000023,Female,90+,5.78,4.45,7.11,4.06,1.98,6.13,70.15,,,,,,,,,,,,,,,,
Orkney Islands,S12000023,Male,<1,80.12,78.74,81.49,71.24,66.19,76.30,88.92,,,,,,,,,,,,,,,,
Orkney Islands,S12000023,Male,1 to 4,79.12,77.74,80.49,70.24,65.19,75.30,88.78,,,,,,,,,,,,,,,,
Orkney Islands,S12000023,Male,5 to 9,75.12,73.74,76.49,66.24,61.19,71.30,88.19,,,,,,,,,,,,,,,,
Orkney Islands,S12000023,Male,10 to 14,70.12,68.74,71.49,61.28,56.23,66.32,87.39,,,,,,,,,,,,,,,,
Orkney Islands,S12000023,Male,15 to 19,65.12,63.74,66.49,56.43,51.43,61.44,86.66,,,,,,,,,,,,,,,,
Orkney Islands,S12000023,Male,20 to 24,60.12,58.74,61.49,51.79,46.88,56.70,86.15,,,,,,,,,,,,,,,,
Orkney Islands,S12000023,Male,25 to 29,55.44,54.14,56.74,47.08,42.15,52.02,84.92,,,,,,,,,,,,,,,,
Orkney Islands,S12000023,Male,30 to 34,50.88,49.67,52.10,42.74,38.33,47.15,84.01,,,,,,,,,,,,,,,,
Orkney Islands,S12000023,Male,35 to 39,46.27,45.13,47.41,38.18,33.79,42.57,82.52,,,,,,,,,,,,,,,,
Orkney Islands,S12000023,Male,40 to 44,41.65,40.59,42.72,34.00,29.69,38.31,81.62,,,,,,,,,,,,,,,,
Orkney Islands,S12000023,Male,45 to 49,36.76,35.72,37.81,29.66,25.93,33.38,80.66,,,,,,,,,,,,,,,,
Orkney Islands,S12000023,Male,50 to 54,32.26,31.28,33.24,25.20,21.48,28.93,78.13,,,,,,,,,,,,,,,,
Orkney Islands,S12000023,Male,55 to 59,27.66,26.71,28.61,20.60,16.84,24.36,74.47,,,,,,,,,,,,,,,,
Orkney Islands,S12000023,Male,60 to 64,23.48,22.58,24.39,16.61,12.81,20.42,70.74,,,,,,,,,,,,,,,,
Orkney Islands,S12000023,Male,65 to 69,19.41,18.56,20.26,13.13,9.36,16.91,67.67,,,,,,,,,,,,,,,,
Orkney Islands,S12000023,Male,70 to 74,15.72,14.92,16.51,9.88,5.96,13.81,62.89,,,,,,,,,,,,,,,,
Orkney Islands,S12000023,Male,75 to 79,12.14,11.39,12.90,7.24,3.21,11.27,59.64,,,,,,,,,,,,,,,,
Orkney Islands,S12000023,Male,80 to 84,8.75,8.03,9.48,4.18,0.62,7.75,47.78,,,,,,,,,,,,,,,,
Orkney Islands,S12000023,Male,85 to 89,6.06,5.31,6.81,2.75,-0.17,5.66,45.34,,,,,,,,,,,,,,,,
Orkney Islands,S12000023,Male,90+,3.69,2.77,4.61,1.20,-1.09,3.48,32.45,,,,,,,,,,,,,,,,
Perth and Kinross,S12000048,Female,<1,82.88,82.36,83.39,62.32,59.90,64.74,75.19,,,,,,,,,,,,,,,,
Perth and Kinross,S12000048,Female,1 to 4,82.11,81.64,82.58,61.70,59.28,64.13,75.14,,,,,,,,,,,,,,,,
Perth and Kinross,S12000048,Female,5 to 9,78.11,77.64,78.58,58.50,56.13,60.88,74.90,,,,,,,,,,,,,,,,
Perth and Kinross,S12000048,Female,10 to 14,73.21,72.75,73.67,54.50,52.20,56.79,74.44,,,,,,,,,,,,,,,,
Perth and Kinross,S12000048,Female,15 to 19,68.21,67.75,68.67,50.35,48.13,52.57,73.82,,,,,,,,,,,,,,,,
Perth and Kinross,S12000048,Female,20 to 24,63.24,62.78,63.70,46.24,44.10,48.38,73.11,,,,,,,,,,,,,,,,
Perth and Kinross,S12000048,Female,25 to 29,58.30,57.85,58.75,42.14,40.07,44.20,72.28,,,,,,,,,,,,,,,,
Perth and Kinross,S12000048,Female,30 to 34,53.37,52.93,53.81,38.07,36.10,40.03,71.33,,,,,,,,,,,,,,,,
Perth and Kinross,S12000048,Female,35 to 39,48.47,48.03,48.90,34.01,32.23,35.79,70.17,,,,,,,,,,,,,,,,
Perth and Kinross,S12000048,Female,40 to 44,43.76,43.35,44.18,30.11,28.40,31.83,68.82,,,,,,,,,,,,,,,,
Perth and Kinross,S12000048,Female,45 to 49,39.12,38.73,39.51,26.31,24.64,27.97,67.24,,,,,,,,,,,,,,,,
Perth and Kinross,S12000048,Female,50 to 54,34.45,34.08,34.82,22.54,20.95,24.14,65.44,,,,,,,,,,,,,,,,
Perth and Kinross,S12000048,Female,55 to 59,29.91,29.55,30.26,18.97,17.43,20.50,63.42,,,,,,,,,,,,,,,,
Perth and Kinross,S12000048,Female,60 to 64,25.42,25.08,25.77,15.53,14.06,17.00,61.09,,,,,,,,,,,,,,,,
Perth and Kinross,S12000048,Female,65 to 69,21.02,20.69,21.34,12.21,10.79,13.64,58.10,,,,,,,,,,,,,,,,
Perth and Kinross,S12000048,Female,70 to 74,16.92,16.62,17.23,9.23,7.84,10.62,54.54,,,,,,,,,,,,,,,,
Perth and Kinross,S12000048,Female,75 to 79,13.17,12.88,13.46,6.64,5.24,8.04,50.43,,,,,,,,,,,,,,,,
Perth and Kinross,S12000048,Female,80 to 84,9.79,9.52,10.06,4.45,3.28,5.63,45.49,,,,,,,,,,,,,,,,
Perth and Kinross,S12000048,Female,85 to 89,6.82,6.56,7.09,2.79,1.82,3.76,40.85,,,,,,,,,,,,,,,,
Perth and Kinross,S12000048,Female,90+,4.55,4.23,4.86,1.66,0.78,2.54,36.48,,,,,,,,,,,,,,,,
Perth and Kinross,S12000048,Male,<1,78.99,78.40,79.58,66.98,64.94,69.02,84.80,,,,,,,,,,,,,,,,
Perth and Kinross,S12000048,Male,1 to 4,78.24,77.67,78.80,66.25,64.21,68.30,84.68,,,,,,,,,,,,,,,,
Perth and Kinross,S12000048,Male,5 to 9,74.24,73.67,74.80,62.52,60.51,64.53,84.22,,,,,,,,,,,,,,,,
Perth and Kinross,S12000048,Male,10 to 14,69.24,68.67,69.80,57.86,55.91,59.81,83.57,,,,,,,,,,,,,,,,
Perth and Kinross,S12000048,Male,15 to 19,64.26,63.70,64.82,53.15,51.24,55.05,82.70,,,,,,,,,,,,,,,,
Perth and Kinross,S12000048,Male,20 to 24,59.41,58.86,59.96,48.59,46.74,50.44,81.78,,,,,,,,,,,,,,,,
Perth and Kinross,S12000048,Male,25 to 29,54.71,54.19,55.24,44.26,42.48,46.05,80.90,,,,,,,,,,,,,,,,
Perth and Kinross,S12000048,Male,30 to 34,49.97,49.46,50.48,39.90,38.19,41.62,79.85,,,,,,,,,,,,,,,,
Perth and Kinross,S12000048,Male,35 to 39,45.42,44.93,45.90,35.73,34.05,37.41,78.67,,,,,,,,,,,,,,,,
Perth and Kinross,S12000048,Male,40 to 44,40.90,40.45,41.35,31.61,29.97,33.26,77.30,,,,,,,,,,,,,,,,
Perth and Kinross,S12000048,Male,45 to 49,36.45,36.03,36.87,27.57,25.99,29.14,75.63,,,,,,,,,,,,,,,,
Perth and Kinross,S12000048,Male,50 to 54,32.04,31.64,32.44,23.50,21.95,25.06,73.36,,,,,,,,,,,,,,,,
Perth and Kinross,S12000048,Male,55 to 59,27.74,27.36,28.11,19.60,18.07,21.13,70.67,,,,,,,,,,,,,,,,
Perth and Kinross,S12000048,Male,60 to 64,23.43,23.07,23.79,16.03,14.53,17.53,68.41,,,,,,,,,,,,,,,,
Perth and Kinross,S12000048,Male,65 to 69,19.26,18.92,19.60,12.66,11.17,14.15,65.70,,,,,,,,,,,,,,,,
Perth and Kinross,S12000048,Male,70 to 74,15.33,15.01,15.65,9.49,7.99,10.99,61.90,,,,,,,,,,,,,,,,
Perth and Kinross,S12000048,Male,75 to 79,11.84,11.53,12.15,6.74,5.17,8.31,56.89,,,,,,,,,,,,,,,,
Perth and Kinross,S12000048,Male,80 to 84,8.81,8.50,9.11,4.42,2.98,5.87,50.22,,,,,,,,,,,,,,,,
Perth and Kinross,S12000048,Male,85 to 89,6.30,5.99,6.62,2.78,1.56,4.01,44.17,,,,,,,,,,,,,,,,
Perth and Kinross,S12000048,Male,90+,4.34,3.91,4.77,1.93,0.77,3.10,44.57,,,,,,,,,,,,,,,,
Renfrewshire,S12000038,Female,<1,80.40,79.94,80.86,61.59,59.16,64.01,76.60,,,,,,,,,,,,,,,,
Renfrewshire,S12000038,Female,1 to 4,79.59,79.16,80.03,60.79,58.36,63.22,76.38,,,,,,,,,,,,,,,,
Renfrewshire,S12000038,Female,5 to 9,75.62,75.19,76.05,57.08,54.67,59.49,75.48,,,,,,,,,,,,,,,,
Renfrewshire,S12000038,Female,10 to 14,70.62,70.19,71.05,52.49,50.12,54.86,74.33,,,,,,,,,,,,,,,,
Renfrewshire,S12000038,Female,15 to 19,65.65,65.22,66.07,48.00,45.67,50.33,73.12,,,,,,,,,,,,,,,,
Renfrewshire,S12000038,Female,20 to 24,60.74,60.32,61.16,43.64,41.36,45.92,71.85,,,,,,,,,,,,,,,,
Renfrewshire,S12000038,Female,25 to 29,55.81,55.40,56.23,39.35,37.13,41.56,70.50,,,,,,,,,,,,,,,,
Renfrewshire,S12000038,Female,30 to 34,50.93,50.53,51.34,35.19,33.07,37.31,69.09,,,,,,,,,,,,,,,,
Renfrewshire,S12000038,Female,35 to 39,46.07,45.67,46.47,31.16,29.11,33.20,67.63,,,,,,,,,,,,,,,,
Renfrewshire,S12000038,Female,40 to 44,41.32,40.93,41.70,27.30,25.32,29.29,66.08,,,,,,,,,,,,,,,,
Renfrewshire,S12000038,Female,45 to 49,36.70,36.34,37.07,23.67,21.78,25.55,64.48,,,,,,,,,,,,,,,,
Renfrewshire,S12000038,Female,50 to 54,32.07,31.72,32.42,20.16,18.36,21.95,62.86,,,,,,,,,,,,,,,,
Renfrewshire,S12000038,Female,55 to 59,27.51,27.17,27.85,16.81,15.06,18.56,61.11,,,,,,,,,,,,,,,,
Renfrewshire,S12000038,Female,60 to 64,23.13,22.81,23.46,13.72,12.01,15.42,59.30,,,,,,,,,,,,,,,,
Renfrewshire,S12000038,Female,65 to 69,18.97,18.66,19.28,10.92,9.33,12.51,57.59,,,,,,,,,,,,,,,,
Renfrewshire,S12000038,Female,70 to 74,15.39,15.10,15.67,8.60,6.97,10.22,55.88,,,,,,,,,,,,,,,,
Renfrewshire,S12000038,Female,75 to 79,11.76,11.49,12.02,6.34,4.80,7.89,53.96,,,,,,,,,,,,,,,,
Renfrewshire,S12000038,Female,80 to 84,8.60,8.36,8.85,4.45,3.03,5.88,51.77,,,,,,,,,,,,,,,,
Renfrewshire,S12000038,Female,85 to 89,6.16,5.91,6.40,2.99,1.78,4.20,48.56,,,,,,,,,,,,,,,,
Renfrewshire,S12000038,Female,90+,4.03,3.73,4.33,1.80,0.72,2.88,44.61,,,,,,,,,,,,,,,,
Renfrewshire,S12000038,Male,<1,75.71,75.18,76.25,60.58,58.24,62.93,80.02,,,,,,,,,,,,,,,,
Renfrewshire,S12000038,Male,1 to 4,75.09,74.59,75.58,59.90,57.55,62.26,79.78,,,,,,,,,,,,,,,,
Renfrewshire,S12000038,Male,5 to 9,71.11,70.62,71.61,56.04,53.69,58.38,78.80,,,,,,,,,,,,,,,,
Renfrewshire,S12000038,Male,10 to 14,66.18,65.69,66.67,51.33,49.01,53.65,77.56,,,,,,,,,,,,,,,,
Renfrewshire,S12000038,Male,15 to 19,61.25,60.76,61.73,46.75,44.46,49.03,76.32,,,,,,,,,,,,,,,,
Renfrewshire,S12000038,Male,20 to 24,56.31,55.83,56.79,42.28,40.04,44.51,75.08,,,,,,,,,,,,,,,,
Renfrewshire,S12000038,Male,25 to 29,51.57,51.11,52.04,38.08,35.89,40.26,73.84,,,,,,,,,,,,,,,,
Renfrewshire,S12000038,Male,30 to 34,46.85,46.40,47.30,33.98,31.87,36.09,72.54,,,,,,,,,,,,,,,,
Renfrewshire,S12000038,Male,35 to 39,42.22,41.79,42.66,30.09,28.04,32.15,71.27,,,,,,,,,,,,,,,,
Renfrewshire,S12000038,Male,40 to 44,37.64,37.22,38.06,26.34,24.41,28.27,69.98,,,,,,,,,,,,,,,,
Renfrewshire,S12000038,Male,45 to 49,33.17,32.77,33.56,22.77,20.99,24.56,68.66,,,,,,,,,,,,,,,,
Renfrewshire,S12000038,Male,50 to 54,28.83,28.46,29.20,19.43,17.74,21.12,67.39,,,,,,,,,,,,,,,,
Renfrewshire,S12000038,Male,55 to 59,24.59,24.24,24.94,16.24,14.62,17.87,66.06,,,,,,,,,,,,,,,,
Renfrewshire,S12000038,Male,60 to 64,20.48,20.14,20.82,13.25,11.70,14.80,64.71,,,,,,,,,,,,,,,,
Renfrewshire,S12000038,Male,65 to 69,16.72,16.40,17.05,10.57,9.01,12.14,63.22,,,,,,,,,,,,,,,,
Renfrewshire,S12000038,Male,70 to 74,13.13,12.82,13.43,8.11,6.52,9.69,61.75,,,,,,,,,,,,,,,,
Renfrewshire,S12000038,Male,75 to 79,10.06,9.76,10.36,6.06,4.40,7.73,60.29,,,,,,,,,,,,,,,,
Renfrewshire,S12000038,Male,80 to 84,7.70,7.39,8.00,4.50,2.71,6.28,58.44,,,,,,,,,,,,,,,,
Renfrewshire,S12000038,Male,85 to 89,5.73,5.38,6.08,3.21,1.66,4.77,56.10,,,,,,,,,,,,,,,,
Renfrewshire,S12000038,Male,90+,4.84,4.29,5.40,2.54,0.72,4.35,52.39,,,,,,,,,,,,,,,,
Scottish Borders,S12000026,Female,<1,82.10,81.52,82.69,65.30,62.79,67.81,79.54,,,,,,,,,,,,,,,,
Scottish Borders,S12000026,Female,1 to 4,81.29,80.74,81.84,64.52,62.00,67.03,79.36,,,,,,,,,,,,,,,,
Scottish Borders,S12000026,Female,5 to 9,77.29,76.74,77.84,60.78,58.30,63.26,78.64,,,,,,,,,,,,,,,,
Scottish Borders,S12000026,Female,10 to 14,72.29,71.74,72.84,56.18,53.76,58.60,77.71,,,,,,,,,,,,,,,,
Scottish Borders,S12000026,Female,15 to 19,67.29,66.74,67.84,51.63,49.28,53.98,76.73,,,,,,,,,,,,,,,,
Scottish Borders,S12000026,Female,20 to 24,62.33,61.78,62.87,47.23,44.97,49.49,75.78,,,,,,,,,,,,,,,,
Scottish Borders,S12000026,Female,25 to 29,57.44,56.91,57.97,42.99,40.84,45.15,74.85,,,,,,,,,,,,,,,,
Scottish Borders,S12000026,Female,30 to 34,52.72,52.22,53.22,38.99,36.94,41.04,73.96,,,,,,,,,,,,,,,,
Scottish Borders,S12000026,Female,35 to 39,47.96,47.49,48.43,35.04,33.08,36.99,73.05,,,,,,,,,,,,,,,,
Scottish Borders,S12000026,Female,40 to 44,43.21,42.76,43.65,31.13,29.29,32.97,72.04,,,,,,,,,,,,,,,,
Scottish Borders,S12000026,Female,45 to 49,38.47,38.04,38.90,27.27,25.63,28.91,70.89,,,,,,,,,,,,,,,,
Scottish Borders,S12000026,Female,50 to 54,33.77,33.36,34.18,23.53,21.95,25.10,69.67,,,,,,,,,,,,,,,,
Scottish Borders,S12000026,Female,55 to 59,29.29,28.90,29.68,20.02,18.51,21.52,68.35,,,,,,,,,,,,,,,,
Scottish Borders,S12000026,Female,60 to 64,24.96,24.59,25.32,16.68,15.22,18.15,66.85,,,,,,,,,,,,,,,,
Scottish Borders,S12000026,Female,65 to 69,20.61,20.27,20.96,13.38,11.96,14.80,64.91,,,,,,,,,,,,,,,,
Scottish Borders,S12000026,Female,70 to 74,16.49,16.17,16.82,10.30,8.94,11.67,62.46,,,,,,,,,,,,,,,,
Scottish Borders,S12000026,Female,75 to 79,12.75,12.45,13.06,7.56,6.15,8.97,59.29,,,,,,,,,,,,,,,,
Scottish Borders,S12000026,Female,80 to 84,9.33,9.05,9.62,5.26,4.01,6.51,56.31,,,,,,,,,,,,,,,,
Scottish Borders,S12000026,Female,85 to 89,6.32,6.05,6.59,3.40,2.37,4.42,53.74,,,,,,,,,,,,,,,,
Scottish Borders,S12000026,Female,90+,3.85,3.53,4.17,2.05,1.20,2.90,53.25,,,,,,,,,,,,,,,,
Scottish Borders,S12000026,Male,<1,78.63,77.95,79.31,64.12,62.04,66.19,81.54,,,,,,,,,,,,,,,,
Scottish Borders,S12000026,Male,1 to 4,77.84,77.18,78.49,63.30,61.22,65.38,81.32,,,,,,,,,,,,,,,,
Scottish Borders,S12000026,Male,5 to 9,73.88,73.24,74.53,59.47,57.40,61.54,80.50,,,,,,,,,,,,,,,,
Scottish Borders,S12000026,Male,10 to 14,68.92,68.28,69.56,54.75,52.70,56.79,79.44,,,,,,,,,,,,,,,,
Scottish Borders,S12000026,Male,15 to 19,63.95,63.32,64.59,50.01,47.98,52.03,78.19,,,,,,,,,,,,,,,,
Scottish Borders,S12000026,Male,20 to 24,59.13,58.50,59.75,45.53,43.53,47.52,77.00,,,,,,,,,,,,,,,,
Scottish Borders,S12000026,Male,25 to 29,54.43,53.83,55.02,41.21,39.29,43.12,75.71,,,,,,,,,,,,,,,,
Scottish Borders,S12000026,Male,30 to 34,49.80,49.25,50.36,37.04,35.18,38.89,74.37,,,,,,,,,,,,,,,,
Scottish Borders,S12000026,Male,35 to 39,45.27,44.76,45.78,33.17,31.42,34.91,73.27,,,,,,,,,,,,,,,,
Scottish Borders,S12000026,Male,40 to 44,40.77,40.31,41.23,29.31,27.64,30.98,71.88,,,,,,,,,,,,,,,,
Scottish Borders,S12000026,Male,45 to 49,36.11,35.68,36.54,25.19,23.63,26.76,69.77,,,,,,,,,,,,,,,,
Scottish Borders,S12000026,Male,50 to 54,31.55,31.14,31.95,21.29,19.80,22.79,67.50,,,,,,,,,,,,,,,,
Scottish Borders,S12000026,Male,55 to 59,27.05,26.66,27.44,17.57,16.14,19.00,64.95,,,,,,,,,,,,,,,,
Scottish Borders,S12000026,Male,60 to 64,22.73,22.36,23.10,14.14,12.77,15.51,62.22,,,,,,,,,,,,,,,,
Scottish Borders,S12000026,Male,65 to 69,18.61,18.27,18.96,11.12,9.84,12.41,59.77,,,,,,,,,,,,,,,,
Scottish Borders,S12000026,Male,70 to 74,14.75,14.43,15.07,8.01,6.76,9.25,54.27,,,,,,,,,,,,,,,,
Scottish Borders,S12000026,Male,75 to 79,11.18,10.87,11.49,5.49,4.22,6.77,49.13,,,,,,,,,,,,,,,,
Scottish Borders,S12000026,Male,80 to 84,8.06,7.76,8.35,3.48,2.39,4.58,43.25,,,,,,,,,,,,,,,,
Scottish Borders,S12000026,Male,85 to 89,5.59,5.30,5.89,2.01,1.14,2.89,35.99,,,,,,,,,,,,,,,,
Scottish Borders,S12000026,Male,90+,3.32,2.94,3.69,1.26,0.56,1.96,38.14,,,,,,,,,,,,,,,,
Shetland Islands,S12000027,Female,<1,83.21,81.85,84.56,62.50,55.59,69.41,75.11,,,,,,,,,,,,,,,,
Shetland Islands,S12000027,Female,1 to 4,82.48,81.23,83.73,61.82,54.90,68.75,74.96,,,,,,,,,,,,,,,,
Shetland Islands,S12000027,Female,5 to 9,78.48,77.23,79.73,58.29,51.42,65.15,74.27,,,,,,,,,,,,,,,,
Shetland Islands,S12000027,Female,10 to 14,73.48,72.23,74.73,53.84,47.06,60.62,73.28,,,,,,,,,,,,,,,,
Shetland Islands,S12000027,Female,15 to 19,68.48,67.23,69.73,49.36,42.67,56.06,72.09,,,,,,,,,,,,,,,,
Shetland Islands,S12000027,Female,20 to 24,63.48,62.23,64.73,44.92,38.32,51.53,70.77,,,,,,,,,,,,,,,,
