"Table 2: Healthy Life Expectancy (HLE1) estimates by council area in Scotland, 2018-2020",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Council Area,Area Code,Sex,Age group,"Life Expectancy (LE, years)",LE Lower CI (years),LE Upper CI (years),Healthy Life Expectancy (HLE) (years),HLE Lower CI (years),HLE Upper CI (years),Proportion of Life Spent in Good Health (%),,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,55 to 59,29.48,29.04,29.93,18.20,16.42,19.97,61.72,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,60 to 64,24.93,24.50,25.36,14.74,13.13,16.36,59.13,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,65 to 69,20.63,20.22,21.04,11.55,10.02,13.08,55.98,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,70 to 74,16.66,16.28,17.05,8.63,7.15,10.11,51.77,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,75 to 79,12.91,12.54,13.28,6.03,4.66,7.41,46.74,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,80 to 84,9.59,9.24,9.94,3.99,2.96,5.01,41.57,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,85 to 89,6.68,6.33,7.03,2.48,1.64,3.31,37.11,,,,,,,,,,,,,,,,
East Lothian,S12000010,Female,90+,4.45,4.01,4.89,1.58,0.82,2.35,35.54,,,,,,,,,,,,,,,,
East Lothian,S12000010,Male,<1,79.28,78.61,79.95,63.66,61.10,66.23,80.30,,,,,,,,,,,,,,,,
East Lothian,S12000010,Male,1 to 4,78.53,77.89,79.17,62.99,60.43,65.55,80.21,,,,,,,,,,,,,,,,
East Lothian,S12000010,Male,5 to 9,74.57,73.93,75.20,59.49,57.00,61.97,79.78,,,,,,,,,,,,,,,,
East Lothian,S12000010,Male,10 to 14,69.68,69.06,70.30,55.10,52.74,57.47,79.08,,,,,,,,,,,,,,,,
East Lothian,S12000010,Male,15 to 19,64.75,64.13,65.36,50.58,48.31,52.85,78.12,,,,,,,,,,,,,,,,
East Lothian,S12000010,Male,20 to 24,59.90,59.30,60.50,46.10,43.93,48.27,76.96,,,,,,,,,,,,,,,,
East Lothian,S12000010,Male,25 to 29,55.17,54.60,55.74,41.77,39.69,43.85,75.71,,,,,,,,,,,,,,,,
East Lothian,S12000010,Male,30 to 34,50.29,49.73,50.85,37.28,35.26,39.29,74.12,,,,,,,,,,,,,,,,
East Lothian,S12000010,Male,35 to 39,45.50,44.96,46.04,32.92,30.96,34.88,72.36,,,,,,,,,,,,,,,,
East Lothian,S12000010,Male,40 to 44,40.90,40.39,41.41,28.73,26.80,30.67,70.25,,,,,,,,,,,,,,,,
East Lothian,S12000010,Male,45 to 49,36.23,35.74,36.72,24.46,22.57,26.36,67.51,,,,,,,,,,,,,,,,
East Lothian,S12000010,Male,50 to 54,31.65,31.18,32.12,20.22,18.34,22.10,63.89,,,,,,,,,,,,,,,,
East Lothian,S12000010,Male,55 to 59,27.04,26.58,27.49,16.27,14.44,18.10,60.18,,,,,,,,,,,,,,,,
East Lothian,S12000010,Male,60 to 64,22.69,22.25,23.13,12.72,10.94,14.50,56.07,,,,,,,,,,,,,,,,
East Lothian,S12000010,Male,65 to 69,18.51,18.09,18.93,9.66,7.93,11.38,52.17,,,,,,,,,,,,,,,,
East Lothian,S12000010,Male,70 to 74,14.78,14.40,15.17,7.08,5.42,8.74,47.89,,,,,,,,,,,,,,,,
East Lothian,S12000010,Male,75 to 79,11.06,10.69,11.44,4.68,3.04,6.31,42.27,,,,,,,,,,,,,,,,
East Lothian,S12000010,Male,80 to 84,8.24,7.88,8.61,2.85,1.28,4.41,34.52,,,,,,,,,,,,,,,,
East Lothian,S12000010,Male,85 to 89,5.81,5.43,6.19,1.58,0.37,2.80,27.27,,,,,,,,,,,,,,,,
East Lothian,S12000010,Male,90+,3.94,3.42,4.45,1.12,-0.01,2.25,28.51,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Female,<1,83.96,83.33,84.59,67.03,64.35,69.70,79.83,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Female,1 to 4,83.16,82.57,83.75,66.25,63.57,68.93,79.66,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Female,5 to 9,79.16,78.57,79.75,62.52,59.87,65.17,78.97,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Female,10 to 14,74.16,73.57,74.75,57.87,55.27,60.47,78.03,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Female,15 to 19,69.24,68.66,69.82,53.31,50.75,55.86,76.99,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Female,20 to 24,64.36,63.79,64.92,48.81,46.31,51.31,75.85,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Female,25 to 29,59.44,58.89,60.00,44.37,41.92,46.81,74.64,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Female,30 to 34,54.44,53.89,55.00,39.91,37.58,42.24,73.31,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Female,35 to 39,49.55,49.01,50.09,35.63,33.46,37.79,71.90,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Female,40 to 44,44.74,44.22,45.27,31.48,29.37,33.59,70.36,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Female,45 to 49,39.94,39.43,40.45,27.41,25.36,29.47,68.64,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Female,50 to 54,35.17,34.67,35.67,23.48,21.47,25.49,66.76,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Female,55 to 59,30.53,30.04,31.01,19.76,17.82,21.70,64.72,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Female,60 to 64,25.91,25.43,26.38,16.19,14.29,18.09,62.50,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Female,65 to 69,21.66,21.21,22.11,12.93,11.10,14.76,59.71,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Female,70 to 74,17.49,17.07,17.91,9.88,8.08,11.68,56.46,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Female,75 to 79,13.58,13.18,13.98,7.21,5.42,9.00,53.09,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Female,80 to 84,10.03,9.64,10.41,4.91,3.26,6.56,49.00,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Female,85 to 89,7.15,6.76,7.53,3.23,1.82,4.64,45.18,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Female,90+,5.03,4.54,5.51,2.13,0.75,3.50,42.28,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Male,<1,79.53,78.84,80.23,68.65,66.81,70.49,86.32,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Male,1 to 4,78.71,78.05,79.38,67.82,65.97,69.66,86.16,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Male,5 to 9,74.71,74.05,75.38,63.82,61.97,65.66,85.42,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Male,10 to 14,69.71,69.05,70.38,58.82,56.97,60.66,84.37,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Male,15 to 19,64.75,64.08,65.41,53.90,52.06,55.74,83.24,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Male,20 to 24,59.82,59.16,60.47,48.99,47.15,50.83,81.90,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Male,25 to 29,55.13,54.50,55.76,44.44,42.62,46.27,80.62,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Male,30 to 34,50.35,49.75,50.96,39.95,38.19,41.70,79.33,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Male,35 to 39,45.59,45.01,46.16,35.51,33.80,37.23,77.90,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Male,40 to 44,40.77,40.21,41.33,30.97,29.32,32.63,75.98,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Male,45 to 49,36.04,35.50,36.58,26.67,25.05,28.28,73.99,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Male,50 to 54,31.50,30.98,32.02,22.61,21.03,24.19,71.78,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Male,55 to 59,27.14,26.65,27.64,18.80,17.28,20.33,69.28,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Male,60 to 64,22.80,22.32,23.28,15.10,13.62,16.59,66.24,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Male,65 to 69,18.69,18.23,19.14,11.78,10.35,13.21,63.06,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Male,70 to 74,14.86,14.44,15.29,8.77,7.37,10.17,59.00,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Male,75 to 79,11.28,10.88,11.69,6.13,4.76,7.50,54.32,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Male,80 to 84,8.16,7.77,8.54,3.97,2.69,5.25,48.67,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Male,85 to 89,5.88,5.47,6.29,2.54,1.47,3.62,43.26,,,,,,,,,,,,,,,,
East Renfrewshire,S12000011,Male,90+,4.21,3.64,4.78,1.74,0.70,2.79,41.44,,,,,,,,,,,,,,,,
Falkirk,S12000014,Female,<1,80.36,79.86,80.85,59.49,56.95,62.04,74.04,,,,,,,,,,,,,,,,
Falkirk,S12000014,Female,1 to 4,79.55,79.08,80.01,58.77,56.23,61.32,73.89,,,,,,,,,,,,,,,,
Falkirk,S12000014,Female,5 to 9,75.61,75.16,76.07,55.39,52.90,57.88,73.25,,,,,,,,,,,,,,,,
Falkirk,S12000014,Female,10 to 14,70.61,70.16,71.07,51.08,48.68,53.47,72.33,,,,,,,,,,,,,,,,
Falkirk,S12000014,Female,15 to 19,65.64,65.19,66.09,46.78,44.48,49.08,71.27,,,,,,,,,,,,,,,,
Falkirk,S12000014,Female,20 to 24,60.64,60.19,61.09,42.50,40.30,44.69,70.08,,,,,,,,,,,,,,,,
Falkirk,S12000014,Female,25 to 29,55.78,55.34,56.22,38.41,36.34,40.47,68.86,,,,,,,,,,,,,,,,
Falkirk,S12000014,Female,30 to 34,50.96,50.54,51.39,34.40,32.39,36.40,67.49,,,,,,,,,,,,,,,,
Falkirk,S12000014,Female,35 to 39,46.12,45.71,46.54,30.37,28.43,32.32,65.86,,,,,,,,,,,,,,,,
Falkirk,S12000014,Female,40 to 44,41.40,41.00,41.80,26.53,24.67,28.39,64.07,,,,,,,,,,,,,,,,
Falkirk,S12000014,Female,45 to 49,36.73,36.34,37.11,22.78,21.02,24.55,62.04,,,,,,,,,,,,,,,,
Falkirk,S12000014,Female,50 to 54,31.96,31.58,32.33,19.15,17.45,20.84,59.91,,,,,,,,,,,,,,,,
Falkirk,S12000014,Female,55 to 59,27.47,27.11,27.83,15.82,14.18,17.46,57.60,,,,,,,,,,,,,,,,
Falkirk,S12000014,Female,60 to 64,23.24,22.90,23.58,12.85,11.24,14.45,55.28,,,,,,,,,,,,,,,,
Falkirk,S12000014,Female,65 to 69,19.09,18.77,19.41,10.01,8.46,11.55,52.42,,,,,,,,,,,,,,,,
Falkirk,S12000014,Female,70 to 74,15.20,14.90,15.50,7.44,5.94,8.95,48.98,,,,,,,,,,,,,,,,
Falkirk,S12000014,Female,75 to 79,11.56,11.27,11.84,5.24,3.75,6.73,45.35,,,,,,,,,,,,,,,,
Falkirk,S12000014,Female,80 to 84,8.43,8.16,8.69,3.54,2.35,4.73,42.00,,,,,,,,,,,,,,,,
Falkirk,S12000014,Female,85 to 89,6.09,5.82,6.36,2.35,1.35,3.35,38.63,,,,,,,,,,,,,,,,
Falkirk,S12000014,Female,90+,4.12,3.77,4.46,1.57,0.65,2.50,38.25,,,,,,,,,,,,,,,,
Falkirk,S12000014,Male,<1,76.58,76.06,77.11,60.77,58.52,63.01,79.35,,,,,,,,,,,,,,,,
Falkirk,S12000014,Male,1 to 4,75.71,75.20,76.23,59.92,57.67,62.17,79.14,,,,,,,,,,,,,,,,
Falkirk,S12000014,Male,5 to 9,71.77,71.26,72.28,56.18,53.95,58.40,78.27,,,,,,,,,,,,,,,,
Falkirk,S12000014,Male,10 to 14,66.80,66.29,67.30,51.50,49.31,53.70,77.10,,,,,,,,,,,,,,,,
Falkirk,S12000014,Male,15 to 19,61.82,61.32,62.33,46.89,44.74,49.04,75.85,,,,,,,,,,,,,,,,
Falkirk,S12000014,Male,20 to 24,56.89,56.39,57.39,42.39,40.29,44.48,74.51,,,,,,,,,,,,,,,,
Falkirk,S12000014,Male,25 to 29,52.02,51.53,52.51,38.02,36.05,39.99,73.08,,,,,,,,,,,,,,,,
Falkirk,S12000014,Male,30 to 34,47.38,46.91,47.85,33.90,32.00,35.79,71.54,,,,,,,,,,,,,,,,
Falkirk,S12000014,Male,35 to 39,42.70,42.24,43.15,29.85,27.99,31.71,69.91,,,,,,,,,,,,,,,,
Falkirk,S12000014,Male,40 to 44,38.06,37.63,38.50,25.95,24.14,27.75,68.16,,,,,,,,,,,,,,,,
Falkirk,S12000014,Male,45 to 49,33.69,33.28,34.10,22.33,20.59,24.08,66.29,,,,,,,,,,,,,,,,
Falkirk,S12000014,Male,50 to 54,29.39,29.00,29.77,18.90,17.23,20.57,64.31,,,,,,,,,,,,,,,,
Falkirk,S12000014,Male,55 to 59,25.07,24.70,25.44,15.59,13.97,17.21,62.20,,,,,,,,,,,,,,,,
Falkirk,S12000014,Male,60 to 64,20.97,20.62,21.32,12.57,11.00,14.14,59.95,,,,,,,,,,,,,,,,
Falkirk,S12000014,Male,65 to 69,17.04,16.71,17.38,9.81,8.31,11.32,57.57,,,,,,,,,,,,,,,,
Falkirk,S12000014,Male,70 to 74,13.43,13.12,13.75,7.38,5.89,8.87,54.96,,,,,,,,,,,,,,,,
Falkirk,S12000014,Male,75 to 79,10.12,9.82,10.43,5.28,3.73,6.82,52.10,,,,,,,,,,,,,,,,
Falkirk,S12000014,Male,80 to 84,7.56,7.26,7.87,3.70,1.99,5.40,48.90,,,,,,,,,,,,,,,,
Falkirk,S12000014,Male,85 to 89,5.81,5.48,6.14,2.64,1.12,4.16,45.38,,,,,,,,,,,,,,,,
Falkirk,S12000014,Male,90+,3.93,3.47,4.39,1.63,0.25,3.00,41.33,,,,,,,,,,,,,,,,
Fife,S12000047,Female,<1,81.41,81.08,81.75,58.98,56.40,61.55,72.44,,,,,,,,,,,,,,,,
Fife,S12000047,Female,1 to 4,80.71,80.40,81.02,58.35,55.77,60.93,72.30,,,,,,,,,,,,,,,,
Fife,S12000047,Female,5 to 9,76.78,76.48,77.08,55.01,52.50,57.52,71.64,,,,,,,,,,,,,,,,
Fife,S12000047,Female,10 to 14,71.79,71.49,72.10,50.73,48.33,53.12,70.66,,,,,,,,,,,,,,,,
Fife,S12000047,Female,15 to 19,66.81,66.51,67.11,46.37,44.08,48.67,69.41,,,,,,,,,,,,,,,,
Fife,S12000047,Female,20 to 24,61.85,61.55,62.15,42.10,39.92,44.28,68.07,,,,,,,,,,,,,,,,
Fife,S12000047,Female,25 to 29,56.93,56.64,57.23,37.92,35.81,40.04,66.61,,,,,,,,,,,,,,,,
Fife,S12000047,Female,30 to 34,52.01,51.72,52.30,33.79,31.76,35.83,64.97,,,,,,,,,,,,,,,,
Fife,S12000047,Female,35 to 39,47.17,46.89,47.46,29.68,27.70,31.67,62.92,,,,,,,,,,,,,,,,
Fife,S12000047,Female,40 to 44,42.50,42.23,42.77,25.79,23.87,27.71,60.68,,,,,,,,,,,,,,,,
Fife,S12000047,Female,45 to 49,37.75,37.49,38.01,21.97,20.12,23.83,58.21,,,,,,,,,,,,,,,,
Fife,S12000047,Female,50 to 54,33.20,32.95,33.45,18.38,16.62,20.15,55.37,,,,,,,,,,,,,,,,
Fife,S12000047,Female,55 to 59,28.60,28.36,28.83,15.03,13.32,16.74,52.57,,,,,,,,,,,,,,,,
Fife,S12000047,Female,60 to 64,24.26,24.03,24.49,11.99,10.31,13.67,49.42,,,,,,,,,,,,,,,,
Fife,S12000047,Female,65 to 69,20.04,19.82,20.26,9.08,7.45,10.71,45.31,,,,,,,,,,,,,,,,
Fife,S12000047,Female,70 to 74,16.17,15.97,16.38,6.49,4.83,8.15,40.14,,,,,,,,,,,,,,,,
Fife,S12000047,Female,75 to 79,12.46,12.26,12.65,4.22,2.51,5.93,33.88,,,,,,,,,,,,,,,,
Fife,S12000047,Female,80 to 84,9.16,8.98,9.34,2.51,0.73,4.29,27.41,,,,,,,,,,,,,,,,
Fife,S12000047,Female,85 to 89,6.52,6.34,6.71,1.46,0.06,2.86,22.38,,,,,,,,,,,,,,,,
Fife,S12000047,Female,90+,4.42,4.20,4.65,0.89,-0.37,2.14,20.07,,,,,,,,,,,,,,,,
Fife,S12000047,Male,<1,77.15,76.77,77.54,57.84,55.43,60.25,74.97,,,,,,,,,,,,,,,,
Fife,S12000047,Male,1 to 4,76.52,76.16,76.88,57.23,54.81,59.65,74.79,,,,,,,,,,,,,,,,
Fife,S12000047,Male,5 to 9,72.57,72.22,72.93,53.72,51.37,56.06,74.02,,,,,,,,,,,,,,,,
Fife,S12000047,Male,10 to 14,67.59,67.24,67.95,49.26,47.03,51.50,72.88,,,,,,,,,,,,,,,,
Fife,S12000047,Male,15 to 19,62.67,62.32,63.02,44.84,42.72,46.96,71.56,,,,,,,,,,,,,,,,
Fife,S12000047,Male,20 to 24,57.82,57.48,58.16,40.49,38.49,42.48,70.02,,,,,,,,,,,,,,,,
Fife,S12000047,Male,25 to 29,53.02,52.69,53.36,36.21,34.29,38.13,68.29,,,,,,,,,,,,,,,,
Fife,S12000047,Male,30 to 34,48.36,48.04,48.68,32.10,30.25,33.94,66.37,,,,,,,,,,,,,,,,
Fife,S12000047,Male,35 to 39,43.68,43.37,43.99,28.07,26.31,29.83,64.26,,,,,,,,,,,,,,,,
Fife,S12000047,Male,40 to 44,39.21,38.92,39.50,24.27,22.59,25.96,61.90,,,,,,,,,,,,,,,,
Fife,S12000047,Male,45 to 49,34.70,34.42,34.97,20.52,18.90,22.14,59.14,,,,,,,,,,,,,,,,
Fife,S12000047,Male,50 to 54,30.39,30.14,30.65,17.03,15.51,18.55,56.03,,,,,,,,,,,,,,,,
Fife,S12000047,Male,55 to 59,26.05,25.81,26.30,13.74,12.29,15.20,52.74,,,,,,,,,,,,,,,,
Fife,S12000047,Male,60 to 64,21.84,21.60,22.07,10.81,9.42,12.20,49.51,,,,,,,,,,,,,,,,
Fife,S12000047,Male,65 to 69,17.88,17.66,18.10,8.21,6.88,9.55,45.93,,,,,,,,,,,,,,,,
Fife,S12000047,Male,70 to 74,14.33,14.12,14.54,6.00,4.82,7.19,41.88,,,,,,,,,,,,,,,,
Fife,S12000047,Male,75 to 79,10.91,10.71,11.12,4.04,2.84,5.24,37.03,,,,,,,,,,,,,,,,
Fife,S12000047,Male,80 to 84,8.16,7.96,8.36,2.57,1.46,3.68,31.50,,,,,,,,,,,,,,,,
Fife,S12000047,Male,85 to 89,5.85,5.63,6.07,1.61,0.71,2.50,27.50,,,,,,,,,,,,,,,,
Fife,S12000047,Male,90+,4.21,3.90,4.51,1.03,0.19,1.87,24.52,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Female,<1,78.28,78.00,78.55,57.43,55.23,59.64,73.37,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Female,1 to 4,77.54,77.28,77.80,56.75,54.54,58.96,73.18,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Female,5 to 9,73.59,73.33,73.84,53.29,51.12,55.46,72.42,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Female,10 to 14,68.61,68.36,68.87,48.92,46.82,51.02,71.30,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Female,15 to 19,63.64,63.38,63.89,44.54,42.51,46.57,69.99,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Female,20 to 24,58.72,58.47,58.97,40.20,38.23,42.17,68.46,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Female,25 to 29,53.82,53.57,54.06,35.84,33.90,37.79,66.61,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Female,30 to 34,48.91,48.66,49.15,31.51,29.61,33.41,64.43,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Female,35 to 39,44.04,43.79,44.28,27.33,25.47,29.19,62.06,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Female,40 to 44,39.33,39.09,39.57,23.49,21.69,25.29,59.72,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Female,45 to 49,34.78,34.56,35.01,19.98,18.28,21.68,57.44,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Female,50 to 54,30.43,30.21,30.65,16.81,15.19,18.42,55.23,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Female,55 to 59,26.07,25.86,26.29,13.86,12.34,15.39,53.16,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Female,60 to 64,21.89,21.69,22.10,11.19,9.72,12.65,51.10,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Female,65 to 69,17.99,17.80,18.19,8.79,7.36,10.22,48.85,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Female,70 to 74,14.35,14.17,14.53,6.74,5.39,8.10,46.99,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Female,75 to 79,11.19,11.03,11.36,5.09,3.79,6.39,45.50,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Female,80 to 84,8.52,8.36,8.67,3.82,2.65,4.99,44.87,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Female,85 to 89,6.32,6.16,6.48,2.85,1.82,3.87,45.03,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Female,90+,4.64,4.43,4.85,2.18,1.14,3.22,46.96,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Male,<1,73.14,72.85,73.43,56.01,54.19,57.83,76.58,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Male,1 to 4,72.42,72.15,72.70,55.23,53.40,57.05,76.26,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Male,5 to 9,68.47,68.19,68.74,51.27,49.45,53.10,74.89,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Male,10 to 14,63.48,63.21,63.75,46.38,44.56,48.20,73.06,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Male,15 to 19,58.52,58.25,58.79,41.59,39.79,43.39,71.07,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Male,20 to 24,53.70,53.43,53.96,36.99,35.21,38.77,68.89,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Male,25 to 29,48.88,48.62,49.14,32.51,30.74,34.27,66.51,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Male,30 to 34,44.07,43.81,44.32,28.16,26.41,29.90,63.89,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Male,35 to 39,39.35,39.09,39.60,24.03,22.33,25.73,61.08,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Male,40 to 44,34.76,34.52,35.01,20.23,18.58,21.87,58.18,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Male,45 to 49,30.56,30.33,30.80,16.87,15.30,18.44,55.20,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Male,50 to 54,26.58,26.36,26.80,13.84,12.35,15.32,52.05,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Male,55 to 59,22.68,22.47,22.89,11.06,9.69,12.43,48.77,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Male,60 to 64,18.91,18.71,19.12,8.58,7.26,9.89,45.34,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Male,65 to 69,15.34,15.14,15.53,6.47,5.19,7.76,42.22,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Male,70 to 74,12.24,12.05,12.42,4.77,3.53,6.01,38.95,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Male,75 to 79,9.45,9.27,9.63,3.37,2.09,4.66,35.72,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Male,80 to 84,7.14,6.97,7.32,2.33,1.05,3.61,32.59,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Male,85 to 89,5.39,5.19,5.59,1.60,0.52,2.69,29.74,,,,,,,,,,,,,,,,
Glasgow City,S12000049,Male,90+,4.31,3.99,4.63,1.15,0.03,2.27,26.67,,,,,,,,,,,,,,,,
Highland,S12000017,Female,<1,81.86,81.42,82.31,65.32,62.40,68.24,79.79,,,,,,,,,,,,,,,,
Highland,S12000017,Female,1 to 4,81.09,80.67,81.51,64.55,61.62,67.47,79.60,,,,,,,,,,,,,,,,
Highland,S12000017,Female,5 to 9,77.19,76.78,77.60,60.85,57.98,63.73,78.84,,,,,,,,,,,,,,,,
Highland,S12000017,Female,10 to 14,72.21,71.80,72.62,56.20,53.43,58.97,77.83,,,,,,,,,,,,,,,,
Highland,S12000017,Female,15 to 19,67.26,66.86,67.67,51.58,48.92,54.25,76.69,,,,,,,,,,,,,,,,
Highland,S12000017,Female,20 to 24,62.45,62.06,62.84,47.17,44.65,49.70,75.54,,,,,,,,,,,,,,,,
Highland,S12000017,Female,25 to 29,57.71,57.34,58.07,42.92,40.52,45.33,74.38,,,,,,,,,,,,,,,,
Highland,S12000017,Female,30 to 34,52.86,52.51,53.21,38.61,36.45,40.78,73.05,,,,,,,,,,,,,,,,
Highland,S12000017,Female,35 to 39,48.04,47.69,48.38,34.39,32.38,36.40,71.58,,,,,,,,,,,,,,,,
Highland,S12000017,Female,40 to 44,43.27,42.94,43.60,30.30,28.41,32.19,70.03,,,,,,,,,,,,,,,,
Highland,S12000017,Female,45 to 49,38.52,38.20,38.84,26.29,24.66,27.92,68.25,,,,,,,,,,,,,,,,
Highland,S12000017,Female,50 to 54,33.85,33.55,34.16,22.46,20.89,24.02,66.34,,,,,,,,,,,,,,,,
Highland,S12000017,Female,55 to 59,29.25,28.96,29.55,18.78,17.30,20.27,64.20,,,,,,,,,,,,,,,,
Highland,S12000017,Female,60 to 64,24.85,24.57,25.14,15.41,14.01,16.81,62.00,,,,,,,,,,,,,,,,
Highland,S12000017,Female,65 to 69,20.76,20.49,21.02,12.23,10.86,13.60,58.92,,,,,,,,,,,,,,,,
Highland,S12000017,Female,70 to 74,16.77,16.52,17.02,9.26,7.94,10.59,55.25,,,,,,,,,,,,,,,,
Highland,S12000017,Female,75 to 79,12.83,12.60,13.07,6.55,5.24,7.85,51.00,,,,,,,,,,,,,,,,
Highland,S12000017,Female,80 to 84,9.51,9.29,9.74,4.43,3.18,5.68,46.53,,,,,,,,,,,,,,,,
Highland,S12000017,Female,85 to 89,6.64,6.42,6.87,2.84,1.80,3.87,42.69,,,,,,,,,,,,,,,,
Highland,S12000017,Female,90+,4.37,4.10,4.64,1.77,0.83,2.71,40.51,,,,,,,,,,,,,,,,
Highland,S12000017,Male,<1,77.50,77.00,78.01,64.53,62.13,66.93,83.26,,,,,,,,,,,,,,,,
Highland,S12000017,Male,1 to 4,76.86,76.39,77.33,63.82,61.41,66.24,83.04,,,,,,,,,,,,,,,,
Highland,S12000017,Male,5 to 9,72.90,72.43,73.37,59.86,57.44,62.28,82.11,,,,,,,,,,,,,,,,
Highland,S12000017,Male,10 to 14,67.90,67.43,68.37,54.91,52.50,57.32,80.86,,,,,,,,,,,,,,,,
Highland,S12000017,Male,15 to 19,62.94,62.47,63.40,50.04,47.65,52.43,79.51,,,,,,,,,,,,,,,,
Highland,S12000017,Male,20 to 24,58.20,57.75,58.66,45.45,43.09,47.81,78.08,,,,,,,,,,,,,,,,
Highland,S12000017,Male,25 to 29,53.47,53.04,53.91,40.96,38.64,43.27,76.59,,,,,,,,,,,,,,,,
